Registration_ID,Registration_Date,Year,Month,Quarter,State,District,RTO,Latitude,Longitude,Manufacturer,Model,Vehicle_Category,Vehicle_Class,Fuel_Type,Battery_kWh,Range_km,Charging_Type,Price_INR,Subsidy_INR,Registration_Count,Market_Share,YoY_Growth,MoM_Growth,Charging_Stations,Fuel_Price,State_GDP_BnINR,Population_Million,Urbanization_Rate,Temperature_C,Festival,Sales_Target
122347,2025-03-28,2025,3,1,Uttar Pradesh,Lucknow,LUC77,28.1732,76.6986,MG,Windsor EV,4W,Passenger,Pure EV,41.5,263.7,Bharat DC,3965382,450100.0,382,15.86,45.08,5.64,506,89.29,24777.6,162.54,28.99,19.2,Diwali,448
122348,2025-07-16,2025,7,3,Delhi,New Delhi,NEW90,18.4812,94.0579,Mahindra,XUV400,4W,Passenger,Pure EV,66.9,339.9,CCS2,2037480,201385.0,307,6.42,16.49,-6.25,2131,90.5,22919.9,90.8,84.11,16.3,Christmas,120
122349,2026-12-08,2026,12,4,Kerala,Kochi,KOC76,21.3145,79.487,BYD,Atto 3,4W,Passenger,Pure EV,69.7,370.9,DC Fast,3021632,223766.0,30,9.57,-0.13,3.4,369,104.42,9561.5,181.95,64.74,26.8,,432
122350,2022-12-23,2022,12,4,Karnataka,Bengaluru,BEN76,8.5298,72.4101,Bajaj,Chetak,2W,Scooter,Pure EV,4.4,86.7,DC Fast,125744,8173.0,376,11.72,25.72,-7.9,1607,110.8,17378.1,71.0,97.56,21.6,Onam,155
122351,2024-12-22,2024,12,4,Uttar Pradesh,Lucknow,LUC20,28.5495,76.641,MG,Windsor EV,4W,Passenger,Pure EV,,608.7,Bharat DC,1182586,40280.0,230,10.74,36.48,12.92,820,90.63,2829.6,210.7,49.71,40.7,Onam,90
122352,2022-06-06,2022,6,2,Kerala,Kochi,KOC81,13.6064,87.2605,TVS,iQube,2W,Scooter,Pure EV,2.6,172.2,DC Fast,173582,3999.0,228,11.87,40.72,9.81,82,101.31,34972.3,26.89,23.2,34.1,,74
122353,2026-02-13,2026,2,1,Uttar Pradesh,Lucknow,LUC53,15.2532,69.1052,BYD,Atto 3,4W,Passenger,Pure EV,69.7,193.9,CCS2,845842,80892.0,16,2.38,10.21,10.57,552,99.84,34135.5,152.8,94.85,41.0,Diwali,282
122354,2025-09-01,2025,9,3,Rajasthan,Jaipur,JAI21,32.3666,85.322,BYD,Seal,4W,Passenger,Pure EV,39.6,242.1,DC Fast,1653085,149125.0,269,9.2,26.06,11.69,2307,105.75,31478.1,118.65,23.85,19.0,Eid,279
122355,2022-09-08,2022,9,3,Tamil Nadu,Chennai,CHE47,25.0,83.0718,TVS,iQube,2W,Scooter,Pure EV,4.7,172.5,CCS2,128960,10711.0,257,20.61,28.31,2.35,2285,101.76,28345.1,140.95,26.91,27.4,,65
122356,2022-12-12,2022,12,4,Telangana,Hyderabad,HYD19,22.9315,85.6286,Ola Electric,S1 Pro,2W,Scooter,Pure EV,4.5,163.4,DC Fast,139520,9637.0,89,20.59,21.64,8.58,1358,89.44,20184.3,121.87,20.7,12.2,Onam,54
122357,2024-03-06,2024,3,1,Kerala,Kochi,KOC32,9.2293,72.6442,Bajaj,Chetak,2W,Scooter,Pure EV,3.2,172.4,Bharat DC,165902,17790.0,208,15.34,-0.65,-0.31,730,105.15,15879.5,197.4,77.83,20.6,Holi,125
122358,2026-02-20,2026,2,1,Tamil Nadu,Chennai,CHE98,32.2793,87.5027,BYD,Seal,4W,Passenger,Pure EV,58.4,528.4,AC,3250880,294716.0,209,3.27,6.54,-4.01,243,100.63,20871.5,4.18,22.24,21.5,Holi,228
122359,2023-05-19,2023,5,2,Telangana,Hyderabad,HYD17,31.8552,80.1025,BYD,Atto 3,4W,Passenger,Pure EV,33.2,289.2,AC,3247126,108354.0,223,16.63,33.74,15.44,178,101.01,13805.9,111.98,58.59,30.0,Eid,456
122360,2023-05-27,2023,5,2,Uttar Pradesh,Lucknow,LUC74,23.9965,93.4543,Ather,Rizta,2W,Scooter,Pure EV,2.7,92.8,AC,117582,6474.0,210,18.2,8.27,16.21,1899,105.24,9352.3,5.82,28.52,30.5,Onam,69
122361,2024-09-13,2024,9,3,West Bengal,Kolkata,KOL06,30.1951,88.4489,MG,Windsor EV,4W,Passenger,Pure EV,46.3,387.3,DC Fast,723187,73820.0,11,13.91,42.33,-3.48,2294,110.01,2037.9,128.26,86.17,21.0,Pongal,244
122362,2025-11-03,2025,11,4,Kerala,Kochi,KOC48,12.9121,81.7402,Bajaj,Chetak,2W,Scooter,Pure EV,4.7,97.1,Bharat DC,173714,10341.0,167,0.98,14.48,14.74,1191,102.77,21399.9,9.8,46.29,31.6,Eid,157
122363,2025-11-04,2025,11,4,Rajasthan,Jaipur,JAI92,22.3132,95.1801,Hyundai,Ioniq 5,4W,Passenger,Pure EV,20.5,341.4,DC Fast,2301401,178333.0,234,20.06,36.71,1.9,1566,106.23,8020.3,128.56,95.92,20.5,Diwali,294
122364,2022-05-18,2022,5,2,West Bengal,Kolkata,KOL10,11.4731,69.6677,Ola Electric,S1 X,2W,Scooter,Pure EV,4.4,146.7,CCS2,167244,8182.0,448,21.69,27.26,6.63,191,105.22,32371.2,62.12,62.63,16.5,Eid,194
122365,2024-09-24,2024,9,3,Tamil Nadu,Chennai,CHE27,19.8118,84.8023,BYD,Atto 3,4W,Passenger,Pure EV,63.0,333.2,Bharat DC,1199602,138010.0,201,23.46,-1.19,-2.65,1067,100.18,20079.1,200.83,77.95,36.8,Navratri,395
122366,2023-09-11,2023,9,3,Rajasthan,Jaipur,JAI31,12.9739,95.6248,Hyundai,Ioniq 5,4W,Passenger,Pure EV,,270.7,Bharat DC,1450329,47965.0,71,1.68,21.01,-1.1,1969,106.28,26909.6,39.99,47.84,39.2,Eid,177
122367,2024-01-12,2024,1,1,Maharashtra,Pune,PUN80,19.3577,80.6404,BYD,Atto 3,4W,Passenger,Pure EV,68.9,338.5,AC,2017283,92550.0,277,12.3,53.7,17.49,1032,90.43,31268.8,191.39,87.29,18.2,Navratri,238
122368,2024-12-13,2024,12,4,Kerala,Kochi,KOC32,23.4074,69.2665,Bajaj,Chetak,2W,Scooter,Pure EV,2.8,207.5,CCS2,153921,4596.0,237,16.28,5.8,8.0,596,89.33,33536.4,16.63,66.16,41.2,Diwali,66
122369,2026-07-05,2026,7,3,Delhi,New Delhi,NEW88,27.4504,93.8581,Mahindra,XUV400,4W,Passenger,Pure EV,52.3,446.1,DC Fast,2558904,189165.0,232,22.49,9.28,14.05,2154,103.98,14889.8,141.58,63.87,26.0,Navratri,218
122370,2024-03-01,2024,3,1,Delhi,New Delhi,NEW14,18.8896,85.5365,Hyundai,Ioniq 5,4W,Passenger,Pure EV,71.2,639.6,Bharat DC,1581335,158440.0,186,2.3,53.78,-1.45,610,96.12,26491.1,110.94,97.29,40.6,Navratri,483
122371,2025-03-25,2025,3,1,Karnataka,Bengaluru,BEN29,11.0091,70.3826,Ola Electric,S1 Pro,2W,Scooter,Pure EV,4.9,183.9,DC Fast,162425,11483.0,340,21.02,35.9,-3.68,1734,103.25,33540.3,233.18,60.0,23.1,Navratri,88
122372,2026-04-10,2026,4,2,Telangana,Hyderabad,HYD04,25.8109,89.5852,Ola Electric,S1 Pro,2W,Scooter,Pure EV,4.6,209.2,Bharat DC,128054,9199.0,360,0.6,54.09,1.43,1281,102.26,15172.8,98.03,37.37,21.8,Diwali,450
122373,2024-10-07,2024,10,4,Kerala,Kochi,KOC73,30.2114,68.3496,Tata,Punch EV,4W,Passenger,Pure EV,,505.0,AC,1682471,102977.0,124,17.06,28.61,4.14,1966,111.74,4515.5,9.27,31.03,,Navratri,385
122374,2025-05-22,2025,5,2,Uttar Pradesh,Lucknow,LUC23,22.9371,71.0775,BYD,Seal,4W,Passenger,Pure EV,30.7,301.5,Bharat DC,1697955,,111,12.19,54.09,3.96,729,101.96,29245.7,146.25,39.27,37.6,Christmas,459
122375,2022-02-22,2022,2,1,Telangana,Hyderabad,HYD14,13.0664,91.2665,BYD,Atto 3,4W,Passenger,Pure EV,20.4,541.7,DC Fast,2889561,299483.0,252,9.16,6.96,12.65,1295,109.45,14396.1,155.46,25.53,16.7,Eid,296
122376,2025-05-11,2025,5,2,Rajasthan,Jaipur,JAI76,30.8344,78.4245,Ola Electric,S1 Pro,2W,Scooter,Pure EV,4.9,109.3,AC,164498,3340.0,438,15.81,11.68,6.55,679,101.29,22962.8,82.32,40.28,34.3,Onam,248
122377,2026-05-09,2026,5,2,Maharashtra,Pune,PUN56,9.1992,84.8208,Mahindra,BE 6,4W,Passenger,Pure EV,,544.7,CCS2,1477111,95158.0,365,9.65,25.82,5.19,922,92.52,30401.7,81.03,58.32,38.4,Christmas,458
122378,2025-09-25,2025,9,3,Uttar Pradesh,Lucknow,LUC13,21.3664,88.5918,Bajaj,Chetak,2W,Scooter,Pure EV,2.8,85.9,CCS2,177905,18700.0,153,9.05,38.75,4.03,1174,95.07,19277.1,179.39,42.61,21.2,Pongal,65
122379,2023-01-11,2023,1,1,Kerala,Kochi,KOC31,17.8268,69.3914,BYD,Seal,4W,Passenger,Pure EV,63.2,577.3,Bharat DC,1574067,143690.0,217,20.9,-6.59,10.8,2036,97.82,28270.6,70.86,81.39,16.7,Holi,247
122380,2024-09-05,2024,9,3,Tamil Nadu,Chennai,CHE20,8.2532,93.3507,Ola Electric,S1 Pro,2W,Scooter,Pure EV,2.6,119.5,DC Fast,166123,6608.0,349,9.18,9.16,4.36,336,88.54,6708.4,54.36,65.3,27.0,Navratri,94
122381,2022-05-07,2022,5,2,Rajasthan,Jaipur,JAI81,30.6623,73.049,TVS,iQube,2W,Scooter,Pure EV,2.9,152.8,CCS2,136651,4054.0,302,4.31,54.28,11.08,1851,107.96,12701.0,240.86,90.58,40.0,Onam,354
122382,2026-11-18,2026,11,4,Tamil Nadu,Chennai,CHE19,22.8883,94.3161,BYD,Seal,4W,Passenger,Pure EV,72.9,318.4,AC,1098297,97466.0,255,1.77,3.34,14.62,2180,111.77,9106.6,62.43,30.71,28.4,Holi,109
122383,2022-05-15,2022,5,2,Telangana,Hyderabad,HYD98,34.7854,84.8198,Bajaj,Chetak,2W,Scooter,Pure EV,3.2,155.4,Bharat DC,91007,6847.0,167,2.7,33.96,3.17,2186,111.59,29514.3,222.79,73.87,32.6,Navratri,264
122384,2022-11-05,2022,11,4,Gujarat,Ahmedabad,AHM25,9.0842,83.066,TVS,iQube,2W,Scooter,Pure EV,4.8,128.7,CCS2,117355,6014.0,350,10.58,-4.48,-5.08,837,104.05,23398.5,109.28,21.71,12.1,Onam,465
122385,2025-01-24,2025,1,1,Maharashtra,Pune,PUN38,30.7636,92.8905,MG,Comet EV,4W,Passenger,Pure EV,67.1,323.8,Bharat DC,2045481,241586.0,172,6.78,54.87,5.91,1157,98.79,31539.0,129.58,64.66,39.5,Pongal,443
122386,2022-08-20,2022,8,3,Rajasthan,Jaipur,JAI50,28.7162,94.6144,MG,Windsor EV,4W,Passenger,Pure EV,17.7,482.1,,1943732,211064.0,49,1.61,17.26,0.83,2073,97.37,30279.3,167.52,37.44,21.2,,437
122387,2022-10-17,2022,10,4,Uttar Pradesh,Lucknow,LUC65,10.1228,94.9295,tata motors,Tiago EV,4W,Passenger,Pure EV,21.1,558.6,Bharat DC,1094659,,244,14.44,12.57,5.96,2267,93.07,27475.7,61.4,46.23,30.7,Onam,441
122388,2023-08-02,2023,8,3,Kerala,Kochi,KOC23,25.0994,83.2668,BYD,Atto 3,4W,Passenger,Pure EV,20.4,223.2,DC Fast,2527807,229799.0,10,14.69,52.81,9.63,2327,99.21,24801.9,129.8,25.09,14.8,Onam,155
122389,2024-01-01,2024,1,1,Gujarat,Ahmedabad,AHM31,21.2558,90.9017,Mahindra,BE 6,4W,Passenger,Pure EV,79.2,619.3,CCS2,1538092,159151.0,417,4.29,27.21,-3.25,2271,89.85,32784.2,23.68,65.11,32.1,Holi,488
122390,2025-07-02,2025,7,3,Gujarat,Ahmedabad,AHM03,17.2722,74.2482,Tata Motors,Punch EV,4W,Passenger,Pure EV,34.7,342.1,DC Fast,2950841,335637.0,375,24.2,10.11,8.2,253,99.61,17019.7,4.54,69.53,41.1,Christmas,256
122391,2025-07-04,2025,7,3,Tamil Nadu,Chennai,CHE39,15.1861,85.8874,Ather,Rizta,2W,Scooter,Pure EV,3.9,209.9,CCS2,120449,5013.0,442,18.54,44.04,4.33,1522,94.07,21906.3,180.64,66.29,40.0,Diwali,196
122392,2022-05-23,2022,5,2,Telangana,Hyderabad,HYD93,28.3316,91.4929,Mahindra,BE 6,4W,Passenger,Pure EV,62.2,495.3,DC Fast,3933328,375317.0,10,9.5,18.33,-5.58,2159,90.05,26397.3,46.99,84.01,25.2,Navratri,430
122393,2022-05-07,2022,5,2,Tamil Nadu,Chennai,CHE15,23.9922,82.8192,Bajaj,Chetak,2W,Scooter,Pure EV,4.9,124.7,AC,129390,4441.0,225,9.95,29.46,-2.1,581,106.34,26957.1,67.71,60.7,35.5,Christmas,70
122394,2023-11-20,2023,11,4,Maharashtra,Pune,PUN39,8.1944,78.1775,Mahindra,BE 6,4W,Passenger,Pure EV,250.0,628.0,AC,1271271,121777.0,38,11.87,15.18,12.54,2183,107.46,5183.3,118.73,73.59,37.4,Onam,249
122395,2022-01-18,2022,1,1,Delhi,New Delhi,NEW89,9.4731,79.8016,Ola Electric,S1 X,2W,Scooter,Pure EV,3.9,141.7,CCS2,179310,8573.0,281,9.08,42.91,10.8,836,91.86,2115.0,170.77,97.85,24.8,Diwali,383
122396,2024-07-14,2024,7,3,Uttar Pradesh,Lucknow,LUC39,26.0468,79.0975,Mahindra,BE 6,4W,Passenger,Pure EV,61.3,361.9,DC Fast,2958741,256471.0,331,10.2,48.94,-3.81,532,88.18,22155.9,67.38,91.45,17.2,Pongal,437
122397,2026-03-26,2026,3,1,Delhi,New Delhi,NEW42,30.3815,82.1401,MG,Comet EV,4W,Passenger,Pure EV,73.5,296.2,Bharat DC,2812119,195444.0,171,17.14,35.49,9.6,362,97.87,3050.2,46.17,95.97,13.4,Christmas,112
122398,2025-11-08,2025,11,4,Tamil Nadu,Chennai,CHE39,15.8121,72.4293,Mahindra,BE 6,4W,Passenger,Pure EV,25.7,405.4,Bharat DC,3783985,375871.0,334,11.67,4.05,9.14,2167,103.44,1856.0,188.93,85.17,29.1,,144
122399,2025-04-12,2025,4,2,Telangana,Hyderabad,HYD45,11.7516,91.0052,Tata Motors,Punch EV,4W,Passenger,Pure EV,20.1,573.4,CCS2,3520874,277783.0,256,3.72,2.19,-4.77,556,109.35,18433.7,7.05,22.44,24.7,Pongal,129
122400,2025-10-14,2025,10,4,Gujarat,Ahmedabad,AHM36,10.5448,78.6247,Bajaj,Chetak,2W,Scooter,Pure EV,4.4,190.2,DC Fast,138230,7220.0,349,19.74,15.19,10.86,520,96.27,28854.3,76.21,82.23,34.5,Onam,98
122401,2025-04-21,2025,4,2,Uttar Pradesh,Lucknow,LUC95,31.6254,77.5206,Ola Electric,S1 X,2W,Scooter,Pure EV,4.7,150.5,CCS2,97547,,297,19.28,47.9,3.31,256,108.2,11515.7,15.27,69.18,21.0,Pongal,153
122402,2023-04-21,2023,4,2,West Bengal,Kolkata,KOL69,15.1103,89.2931,Bajaj,Chetak,2W,Scooter,Pure EV,4.5,189.6,DC Fast,97556,8603.0,86,3.12,1.88,-2.75,2295,92.18,26885.6,10.41,29.28,33.6,Pongal,425
122403,2026-09-01,2026,9,3,Delhi,New Delhi,NEW29,20.6618,71.7801,Hyundai,Creta EV,4W,Passenger,Pure EV,68.3,573.4,DC Fast,4108625,206438.0,319,15.17,35.27,-4.97,1451,101.37,18716.8,185.38,73.49,35.1,Eid,333
122404,2024-02-21,2024,2,1,Telangana,Hyderabad,HYD90,8.3374,82.7575,Hyundai,Ioniq 5,4W,Passenger,Pure EV,67.5,636.0,CCS2,827485,26331.0,302,18.62,20.51,-3.29,691,105.08,22420.9,198.07,83.33,12.3,Onam,325
122405,2022-02-03,2022,2,1,Telangana,Hyderabad,HYD09,24.8054,69.2464,Ola Electric,S1 X,2W,Scooter,Pure EV,2.8,211.9,DC Fast,125904,11633.0,81,6.77,54.42,-3.09,254,95.25,18102.2,201.73,30.08,35.7,Holi,219
122406,2023-05-01,2023,5,2,Telangana,Hyderabad,HYD43,33.1082,68.2776,TVS,iQube,2W,Scooter,Pure EV,3.4,185.5,AC,157336,14421.0,335,22.36,3.33,9.33,2270,97.93,34990.2,129.99,20.38,30.1,Christmas,114
122407,2023-05-26,2023,5,2,Telangana,Hyderabad,HYD72,20.9604,92.2319,BYD,Seal,4W,Passenger,Pure EV,51.0,227.8,CCS2,1737878,164993.0,195,19.67,18.79,1.45,232,104.03,11649.4,2.88,78.62,39.8,Diwali,314
122408,2026-09-23,2026,9,3,Maharashtra,Pune,PUN58,32.388,69.4846,Ola Electric,S1 Pro,2W,Scooter,Pure EV,5.0,181.0,DC Fast,146220,5363.0,156,9.64,47.38,12.78,1969,105.58,16165.6,143.8,46.27,26.8,Holi,323
122409,2022-04-07,2022,4,2,Gujarat,Ahmedabad,AHM10,30.6187,74.6821,mahindra,XUV400,4W,Passenger,Pure EV,79.2,477.5,DC Fast,3572224,413723.0,119,9.28,36.12,-2.47,560,89.66,34838.9,248.89,82.29,36.0,Navratri,201
122410,2024-12-12,2024,12,4,West Bengal,Kolkata,KOL72,9.3052,76.8103,Hyundai,Ioniq 5,4W,Passenger,Pure EV,78.2,591.6,AC,3869012,103759.0,425,7.31,20.79,9.64,771,93.17,21866.2,151.41,70.16,14.0,Holi,402
122411,2023-11-04,2023,11,4,Telangana,Hyderabad,HYD67,10.1033,74.029,Hyundai,Ioniq 5,4W,Passenger,Pure EV,43.1,417.6,CCS2,2158220,157901.0,83,22.28,9.06,16.95,1662,101.92,13561.9,217.06,70.35,40.7,Holi,429
122412,2022-01-05,2022,1,1,Karnataka,Bengaluru,BEN20,10.3132,96.2844,Mahindra,BE 6,4W,Passenger,Pure EV,54.2,461.2,DC Fast,2564919,289359.0,35,17.34,35.65,-2.61,1276,100.43,34904.2,207.36,36.1,18.1,Onam,280
122413,2025-11-13,2025,11,4,Karnataka,Bengaluru,BEN49,8.3031,88.874,Mahindra,BE 6,4W,Passenger,Pure EV,39.7,252.3,AC,1275338,87468.0,143,24.86,43.98,14.71,548,93.67,15497.4,52.47,65.37,26.3,,149
122414,2025-11-04,2025,11,4,Maharashtra,Pune,PUN60,19.9219,73.2527,BYD,Atto 3,4W,Passenger,Pure EV,79.3,231.6,DC Fast,1439374,52803.0,378,3.13,18.66,6.54,1012,97.06,1054.0,125.04,39.54,15.3,Holi,259
122415,2026-08-04,2026,8,3,Kerala,Kochi,KOC60,24.67,73.1937,Mahindra,XUV400,4W,Passenger,Pure EV,69.1,,Bharat DC,1934246,107978.0,404,11.72,0.33,14.43,1803,88.35,12731.2,189.96,72.77,35.5,Onam,407
122416,2022-08-28,2022,8,3,Uttar Pradesh,Lucknow,LUC96,13.447,92.8632,ATHER,450X,2W,Scooter,Pure EV,3.8,196.3,DC Fast,114144,10537.0,321,11.88,16.59,2.07,359,98.54,32557.1,242.08,35.29,29.4,Pongal,230
122417,2024-06-21,2024,6,2,Tamil Nadu,Chennai,CHE08,9.6947,76.3247,BYD,Seal,4W,Passenger,Pure EV,24.1,291.4,CCS2,3137186,226749.0,146,5.85,10.96,5.09,119,98.31,14398.8,174.32,90.37,34.0,,340
122418,2024-07-28,2024,7,3,Rajasthan,Jaipur,JAI52,8.5059,68.3059,BYD,Seal,4W,Passenger,Pure EV,50.4,213.8,Bharat DC,708927,24488.0,282,19.36,49.44,7.01,2467,103.43,4807.0,110.94,23.97,23.0,,414
122419,2024-09-01,2024,9,3,Karnataka,Bengaluru,BEN29,24.8488,84.3926,Bajaj,Chetak,2W,Scooter,Pure EV,3.5,172.1,DC Fast,96186,3843.0,267,2.76,41.18,-0.61,839,109.39,5942.3,21.19,41.12,16.4,Onam,198
122420,2026-05-06,2026,5,2,Maharashtra,Pune,PUN88,26.3061,86.5933,Hyundai,Ioniq 5,4W,Passenger,Pure EV,34.3,237.1,AC,3060519,214602.0,68,22.49,41.43,11.22,2346,97.27,27900.3,44.11,51.17,35.9,Eid,218
122421,2024-05-11,2024,5,2,Kerala,Kochi,KOC52,14.1062,77.3138,Mahindra,BE 6,4W,Passenger,Pure EV,77.0,544.6,,3789206,147386.0,107,4.57,5.63,12.41,2196,106.21,8164.9,112.61,54.08,37.0,Holi,240
122422,2024-12-06,2024,12,4,Karnataka,Bengaluru,BEN38,14.7063,87.238,Ather,Rizta,2W,Scooter,Pure EV,4.8,114.8,CCS2,122168,8195.0,207,17.01,40.6,15.92,467,94.35,25297.1,174.03,74.31,16.3,Christmas,446
122423,2024-02-07,2024,2,1,Kerala,Kochi,KOC53,29.6328,76.8347,ather energy,Rizta,2W,Scooter,Pure EV,2.6,108.6,AC,165823,16424.0,270,11.49,21.71,-3.81,945,88.82,27787.4,230.06,51.56,33.5,Navratri,157
122424,2024-01-10,2024,1,1,Delhi,New Delhi,NEW62,25.8365,86.411,Bajaj,Chetak,2W,Scooter,Pure EV,3.5,171.6,CCS2,142896,4492.0,357,14.51,12.04,5.67,1218,95.68,13979.2,10.84,70.48,14.0,,431
122425,2023-06-15,2023,6,2,Karnataka,Bengaluru,BEN78,33.1134,77.3276,Ather,Rizta,2W,Scooter,Pure EV,4.2,152.4,AC,95137,9108.0,266,11.24,17.6,10.78,1952,101.21,24966.3,90.73,23.57,14.9,Holi,461
122426,2023-10-20,2023,10,4,Rajasthan,Jaipur,JAI15,30.9764,71.0797,Mahindra,XUV400,4W,Passenger,Pure EV,26.0,386.1,Bharat DC,3703980,130679.0,91,11.41,24.14,16.4,2032,95.61,25484.3,28.73,87.62,27.7,Holi,269
122427,2023-06-14,2023,6,2,Karnataka,Bengaluru,BEN27,21.5393,71.0051,Ola Electric,S1 X,2W,Scooter,Pure EV,2.9,147.3,AC,113820,8625.0,197,8.52,-8.29,-5.82,501,108.49,10969.5,238.78,65.18,28.0,Holi,313
122428,2022-04-23,2022,4,2,Maharashtra,Pune,PUN75,14.9454,78.0942,Ather,450X,2W,Scooter,Pure EV,4.5,217.2,DC Fast,171573,20128.0,144,13.06,34.14,9.95,2231,89.62,15231.3,108.83,74.27,12.4,Navratri,320
122429,2025-07-05,2025,7,3,Maharashtra,Pune,PUN71,28.4301,85.0625,TVS,iQube,2W,Scooter,Pure EV,2.7,120.0,AC,168411,13575.0,303,2.1,47.58,4.92,977,101.22,31146.5,86.54,67.89,27.4,Diwali,134
122430,2026-09-07,2026,9,3,Karnataka,Bengaluru,BEN45,10.811,92.1874,Mahindra,XUV400,4W,Passenger,Pure EV,63.7,496.0,CCS2,3376531,256360.0,430,20.11,22.52,5.69,218,105.9,11086.4,34.35,42.18,19.7,Eid,429
122431,2022-01-03,2022,1,1,Kerala,Kochi,KOC62,16.8045,82.4358,Bajaj,Chetak,2W,Scooter,Pure EV,4.0,184.2,AC,92676,9222.0,170,21.42,23.74,-7.48,1203,93.82,13023.8,164.77,79.69,25.4,Christmas,168
122432,2023-08-06,2023,8,3,Tamil Nadu,Chennai,CHE58,31.3189,90.3209,Ather,450X,2W,Scooter,Pure EV,4.9,193.6,AC,104532,5867.0,404,19.0,7.86,7.48,1808,93.65,17713.0,13.27,71.32,18.1,Pongal,87
122433,2026-05-17,2026,5,2,Kerala,Kochi,KOC01,23.3126,81.9798,Hyundai,Creta EV,4W,Passenger,Pure EV,48.4,,CCS2,1938849,226880.0,82,14.91,52.24,9.09,505,111.54,5785.8,248.25,96.48,40.0,,285
122434,2025-03-28,2025,3,1,Uttar Pradesh,Lucknow,LUC08,14.3748,83.2903,BYD,Atto 3,4W,Passenger,Pure EV,40.1,345.0,AC,2289428,171257.0,341,8.1,40.9,7.62,906,96.06,12269.7,137.49,80.79,37.3,,487
122435,2023-07-06,2023,7,3,Telangana,Hyderabad,HYD14,23.0345,68.2444,TVS,iQube,2W,Scooter,Pure EV,4.7,160.1,AC,103835,2279.0,30,11.05,7.95,-6.39,1503,109.37,2028.3,244.65,26.72,13.3,Eid,373
122436,2022-05-22,2022,5,2,Gujarat,Ahmedabad,AHM40,29.9539,87.9219,Bajaj,Chetak,2W,Scooter,Pure EV,3.4,219.6,AC,143333,5724.0,416,18.96,19.46,4.27,1906,102.48,15088.1,247.12,40.42,35.7,Eid,120
122437,2024-10-23,2024,10,4,Gujarat,Ahmedabad,AHM93,32.2414,75.4173,Mahindra,XUV400,4W,Passenger,Pure EV,18.8,199.1,DC Fast,3675683,242573.0,370,4.45,46.53,-7.51,1634,93.79,33200.5,109.63,82.72,22.4,Navratri,321
122438,2024-08-02,2024,8,3,Uttar Pradesh,Lucknow,LUC43,32.7068,85.3242,TVS,iQube,2W,Scooter,Pure EV,3.3,183.5,Bharat DC,122706,10082.0,242,10.6,19.59,11.53,1819,98.46,12307.0,109.9,92.05,15.7,Onam,482
122439,2022-11-08,2022,11,4,Maharashtra,Pune,PUN76,25.1257,80.4091,BYD,Atto 3,4W,Passenger,Pure EV,64.4,614.7,AC,1642158,134983.0,269,18.22,26.4,8.31,2256,95.74,30586.8,123.45,36.7,28.1,Holi,135
122440,2025-07-17,2025,7,3,Uttar Pradesh,Lucknow,LUC47,17.2878,89.2748,Ola Electric,S1 Pro,2W,Scooter,Pure EV,4.8,92.1,CCS2,135532,3649.0,75,16.21,42.63,11.86,635,100.65,13453.1,86.49,90.39,33.0,Christmas,442
122441,2024-11-20,2024,11,4,Delhi,New Delhi,NEW89,25.2211,80.5915,Tata Motors,Nexon EV,4W,Passenger,Pure EV,26.5,273.5,CCS2,889805,65530.0,371,7.73,16.01,-4.38,1459,111.12,31725.6,83.32,91.97,18.6,,158
122442,2026-07-20,2026,7,3,Rajasthan,Jaipur,JAI84,14.1919,74.7331,tata motors,Punch EV,4W,Passenger,Pure EV,18.6,585.2,Bharat DC,2101985,75657.0,139,9.07,50.84,8.65,200,93.33,9226.1,236.42,36.36,39.0,,271
122443,2024-02-22,2024,2,1,Tamil Nadu,Chennai,CHE87,15.6519,84.549,MG,Windsor EV,4W,Passenger,Pure EV,73.8,261.5,DC Fast,3706975,289815.0,277,14.91,49.8,0.55,1847,96.71,14589.7,58.25,38.36,16.2,Diwali,338
122444,2024-07-15,2024,7,3,Maharashtra,Pune,PUN68,21.9249,84.5674,Mahindra,BE 6,4W,Passenger,Pure EV,33.4,532.6,Bharat DC,3786472,184059.0,14,8.11,-5.1,15.16,850,88.94,29904.2,51.4,54.94,37.0,,131
122445,2024-07-14,2024,7,3,West Bengal,Kolkata,KOL80,20.193,94.8052,Ola Electric,S1 Pro,2W,Scooter,Pure EV,2.7,95.9,DC Fast,147499,10881.0,321,3.44,42.98,-5.66,1214,93.07,4600.8,12.75,80.45,29.7,,500
122446,2024-10-15,2024,10,4,West Bengal,Kolkata,KOL80,11.1973,91.4082,BYD,Seal,4W,Passenger,Pure EV,70.4,568.2,DC Fast,3107815,206901.0,150,13.29,-9.56,9.26,637,100.19,3755.2,134.51,67.37,23.3,Navratri,304
122447,2024-02-01,2024,2,1,Gujarat,Ahmedabad,AHM27,28.5073,77.4562,BYD,Atto 3,4W,Passenger,Pure EV,56.8,465.6,AC,1570349,104356.0,371,20.95,12.69,-5.86,485,89.41,33780.4,38.95,30.35,14.6,Eid,186
122448,2026-01-24,2026,1,1,Delhi,New Delhi,NEW19,16.4694,91.8716,Hyundai,Ioniq 5,4W,Passenger,Pure EV,77.7,199.1,Bharat DC,1275625,76481.0,392,17.56,0.61,-6.56,1064,110.15,418.5,15.88,37.95,24.7,Diwali,132
